"Local Time";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"08.08.2018 09:00";"27.9";"758.4";"761.2";"0.7";"68";"Wind blowing from the east-northeast";"4";"";"";"60%.";" ";"";"";"23.8";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.5";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"23.0";"";"";
"08.08.2018 06:00";"25.4";"757.7";"760.6";"0.1";"83";"Wind blowing from the north-east";"3";"";"6";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"22.2";"";"";"";"";"";"";
"08.08.2018 03:00";"26.6";"757.6";"760.3";"-0.4";"74";"Wind blowing from the north";"4";"";"9";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"21.6";"No precipitation";"6";"";"";"";"";
"08.08.2018 00:00";"26.1";"758.0";"760.8";"0.3";"75";"Wind blowing from the north-east";"4";"";"9";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"21.3";"";"";"";"";"";"";
"07.08.2018 21:00";"27.7";"757.7";"760.5";"0.8";"65";"Wind blowing from the north-northeast";"5";"";"12";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"10.0";"20.5";"No precipitation";"12";"";"";"";"";
"07.08.2018 18:00";"30.5";"756.9";"759.7";"-0.1";"45";"Wind blowing from the north-northeast";"6";"";"12";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"17.3";"";"";"";"";"";"";
"07.08.2018 15:00";"31.0";"757.0";"759.8";"-0.5";"49";"Wind blowing from the north-northeast";"6";"";"12";"40%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.0";"No precipitation";"6";"";"";"";"";
"07.08.2018 12:00";"31.6";"757.5";"760.3";"0.0";"38";"Wind blowing from the north-northeast";"5";"";"10";"20�30%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20�30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"15.5";"";"";"";"";"";"";
"07.08.2018 09:00";"28.8";"757.5";"760.3";"0.5";"64";"Wind blowing from the north-east";"6";"";"";"20�30%.";" ";"";"";"24.1";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20�30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.3";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"23.0";"";"";
"07.08.2018 06:00";"25.2";"757.0";"759.9";"-0.1";"82";"Wind blowing from the north";"4";"";"5";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"21.9";"";"";"";"";"";"";
"07.08.2018 03:00";"25.6";"757.1";"759.9";"-0.7";"78";"Wind blowing from the north-northeast";"3";"";"10";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"21.5";"No precipitation";"6";"";"";"";"";
"07.08.2018 00:00";"26.3";"757.8";"760.6";"0.3";"74";"Wind blowing from the north-east";"4";"";"10";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"21.3";"";"";"";"";"";"";
"06.08.2018 21:00";"28.2";"757.5";"760.3";"0.5";"65";"Wind blowing from the north-northeast";"5";"";"12";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"20.9";"No precipitation";"12";"";"";"";"";
"06.08.2018 18:00";"29.5";"757.0";"759.9";"-0.4";"56";"Wind blowing from the north-east";"7";"";"12";"40%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.7";"";"";"";"";"";"";
"06.08.2018 15:00";"30.6";"757.4";"760.3";"-0.5";"52";"Wind blowing from the north-northeast";"7";"";"12";"40%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.5";"No precipitation";"6";"";"";"";"";
"06.08.2018 12:00";"29.8";"757.9";"760.7";"0.0";"51";"Wind blowing from the east";"4";"";"10";"50%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.5";"";"";"";"";"";"";
"06.08.2018 09:00";"28.2";"757.9";"760.8";"0.5";"63";"Wind blowing from the north-east";"5";"";"";"20�30%.";" ";"";"";"24.8";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20�30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.5";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"23.0";"";"";
"06.08.2018 06:00";"24.9";"757.4";"760.2";"-0.1";"83";"Wind blowing from the north-northeast";"3";"";"6";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"21.9";"";"";"";"";"";"";
"06.08.2018 03:00";"25.5";"757.5";"760.3";"-0.1";"82";"Wind blowing from the north-northeast";"4";"";"9";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"22.1";"No precipitation";"6";"";"";"";"";
"06.08.2018 00:00";"26.6";"757.6";"760.3";"0.4";"78";"Wind blowing from the north-northeast";"4";"";"9";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"22.4";"";"";"";"";"";"";
"05.08.2018 21:00";"27.9";"757.2";"760.0";"0.5";"68";"Wind blowing from the north-northeast";"6";"";"13";"no clouds";" ";"";"";"";"34.4";"";"";"";"";"";"10.0";"21.4";"No precipitation";"12";"";"";"";"";
"05.08.2018 18:00";"32.2";"756.7";"759.4";"-0.3";"42";"Wind blowing from the north-northeast";"7";"12";"13";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"17.8";"";"";"";"";"";"";
"05.08.2018 15:00";"31.6";"757.0";"759.7";"-0.1";"46";"Wind blowing from the north-northeast";"8";"13";"13";"40%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.7";"No precipitation";"6";"";"";"";"";
"05.08.2018 12:00";"30.1";"757.1";"759.9";"-0.1";"53";"Wind blowing from the north-east";"8";"";"12";"40%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.4";"";"";"";"";"";"";
"05.08.2018 09:00";"28.1";"757.2";"760.0";"0.6";"60";"Wind blowing from the north-east";"6";"";"";"20�30%.";" ";"";"";"25.1";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20�30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.7";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"23.0";"";"";
"05.08.2018 06:00";"25.4";"756.6";"759.4";"-0.1";"77";"Wind blowing from the north-northeast";"5";"";"7";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"21.0";"";"";"";"";"";"";
"05.08.2018 03:00";"25.8";"756.7";"759.4";"-0.3";"73";"Wind blowing from the north-east";"4";"";"11";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"20.5";"No precipitation";"6";"";"";"";"";
"05.08.2018 00:00";"26.5";"757.0";"759.7";"0.6";"69";"Wind blowing from the north-east";"6";"";"11";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"20.3";"";"";"";"";"";"";
"04.08.2018 21:00";"28.3";"756.4";"759.2";"0.0";"63";"Wind blowing from the north-northeast";"7";"";"16";"10%  or less, but not 0";" ";"";"";"";"34.8";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.7";"No precipitation";"12";"";"";"";"";
"04.08.2018 18:00";"32.2";"756.4";"759.2";"0.2";"36";"Wind blowing from the north-east";"7";"13";"16";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"15.2";"";"";"";"";"";"";
"04.08.2018 15:00";"31.6";"756.2";"759.0";"-0.1";"38";"Wind blowing from the north-northeast";"8";"";"14";"20�30%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20�30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"15.5";"No precipitation";"6";"";"";"";"";
"04.08.2018 12:00";"30.5";"756.3";"759.1";"-0.1";"45";"Wind blowing from the north-east";"8";"";"13";"40%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.3";"";"";"";"";"";"";
"04.08.2018 09:00";"28.0";"756.4";"759.1";"0.4";"65";"Wind blowing from the north-east";"6";"";"";"40%.";" ";"";"";"25.1";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.9";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"23.0";"";"";
"04.08.2018 06:00";"27.0";"756.0";"758.8";"0.0";"68";"Wind blowing from the north-east";"3";"";"8";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"20.5";"";"";"";"";"";"";
"04.08.2018 03:00";"26.2";"756.0";"758.8";"-0.5";"75";"Wind blowing from the north-northeast";"5";"";"11";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"21.4";"No precipitation";"6";"";"";"";"";
"04.08.2018 00:00";"26.7";"756.5";"759.3";"0.4";"75";"Wind blowing from the north-east";"6";"";"11";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"21.8";"";"";"";"";"";"";
"03.08.2018 21:00";"28.3";"756.1";"758.9";"0.3";"69";"Wind blowing from the north-east";"6";"";"15";"10%  or less, but not 0";" ";"";"";"";"33.7";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.1";"No precipitation";"12";"";"";"";"";
"03.08.2018 18:00";"30.4";"755.8";"758.5";"0.1";"56";"Wind blowing from the north-northeast";"7";"13";"14";"40%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"20.7";"";"";"";"";"";"";
"03.08.2018 15:00";"31.3";"755.7";"758.5";"-0.4";"52";"Wind blowing from the north-northeast";"9";"";"12";"50%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.2";"No precipitation";"6";"";"";"";"";
"03.08.2018 12:00";"30.5";"756.1";"758.9";"-0.6";"57";"Wind blowing from the north-northeast";"6";"";"10";"50%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"50%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.9";"";"";"";"";"";"";
"03.08.2018 09:00";"28.1";"756.7";"759.4";"0.4";"66";"Wind blowing from the north-northeast";"5";"";"";"50%.";" ";"";"";"24.6";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.1";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"23.0";"";"";
"03.08.2018 06:00";"25.4";"756.3";"759.1";"-0.4";"77";"Wind blowing from the north";"5";"";"8";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"21.0";"";"";"";"";"";"";
"03.08.2018 03:00";"25.9";"756.7";"759.4";"-0.6";"73";"Wind blowing from the north-northeast";"5";"";"11";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"20.7";"No precipitation";"6";"";"";"";"";
"03.08.2018 00:00";"26.2";"757.3";"760.1";"0.0";"73";"Wind blowing from the north-northeast";"5";"";"11";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"20.9";"";"";"";"";"";"";
"02.08.2018 21:00";"27.9";"757.3";"760.0";"0.4";"63";"Wind blowing from the north-northeast";"7";"";"14";"no clouds";" ";"";"";"";"33.7";"";"";"";"";"";"10.0";"20.1";"No precipitation";"12";"";"";"";"";
"02.08.2018 18:00";"29.7";"756.9";"759.7";"0.1";"59";"Wind blowing from the north-northeast";"8";"";"14";"40%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.9";"";"";"";"";"";"";
"02.08.2018 15:00";"32.1";"756.8";"759.6";"-0.2";"59";"Wind blowing from the north";"7";"";"11";"50%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.2";"No precipitation";"6";"";"";"";"";
"02.08.2018 12:00";"32.0";"757.0";"759.8";"0.0";"51";"Wind blowing from the north-northeast";"6";"";"11";"40%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.7";"";"";"";"";"";"";
"02.08.2018 09:00";"29.2";"757.0";"759.8";"0.4";"66";"Wind blowing from the north-northeast";"5";"";"";"50%.";" ";"";"";"25.8";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20�30%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.2";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"24.0";"";"";
"02.08.2018 06:00";"26.1";"756.6";"759.4";"-0.1";"83";"Wind blowing from the north-northeast";"4";"";"7";"20�30%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20�30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.0";"";"";"";"";"";"";
"02.08.2018 03:00";"26.6";"756.7";"759.4";"-0.3";"84";"Wind blowing from the north-east";"4";"";"10";"50%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20�30%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.6";"No precipitation";"6";"";"";"";"";
"02.08.2018 00:00";"27.0";"757.0";"759.8";"0.3";"81";"Wind blowing from the north-northeast";"4";"";"9";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"23.4";"";"";"";"";"";"";
"01.08.2018 21:00";"28.5";"756.7";"759.5";"0.4";"73";"Wind blowing from the north-east";"5";"";"12";"20�30%.";" ";"";"";"";"33.4";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20�30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.2";"No precipitation";"12";"";"";"";"";
"01.08.2018 18:00";"29.6";"756.3";"759.1";"-0.1";"67";"Wind blowing from the north";"7";"";"12";"40%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.8";"";"";"";"";"";"";
"01.08.2018 15:00";"30.8";"756.4";"759.2";"-0.2";"58";"Wind blowing from the north";"7";"";"12";"50%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"50%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.7";"No precipitation";"6";"";"";"";"";
"01.08.2018 12:00";"29.2";"756.6";"759.4";"0.4";"61";"Wind blowing from the north";"6";"";"11";"50%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.0";"";"";"";"";"";"";
"01.08.2018 09:00";"28.1";"756.2";"759.0";"0.8";"70";"Wind blowing from the north-northeast";"5";"";"";"70 � 80%.";" ";"";"";"25.6";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.2";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"24.0";"";"";
"01.08.2018 06:00";"25.8";"755.4";"758.2";"0.2";"84";"Wind blowing from the north-northeast";"4";"";"7";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"22.9";"";"";"";"";"";"";
"01.08.2018 03:00";"27.7";"755.2";"758.0";"0.0";"76";"Wind blowing from the east-northeast";"3";"";"9";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"23.1";"No precipitation";"6";"";"";"";"";
"01.08.2018 00:00";"26.7";"755.2";"758.0";"0.1";"77";"Wind blowing from the north";"5";"";"9";"40%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.4";"";"";"";"";"";"";
"31.07.2018 21:00";"28.2";"755.1";"757.9";"0.8";"69";"Wind blowing from the north-east";"5";"";"10";"20�30%.";" ";"";"";"";"33.0";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20�30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.9";"No precipitation";"12";"";"";"";"";
"31.07.2018 18:00";"29.3";"754.3";"757.1";"-0.4";"68";"Wind blowing from the north-northeast";"7";"";"10";"60%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.8";"";"";"";"";"";"";
